"Crop","Season","State","Area","Production","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Ragi","Kharif     ","Karnataka","786831","1290262","1323.3","104963255.4","125892.96","1.458095238"
"Rapeseed &Mustard","Kharif     ","Karnataka","3957","1438","1323.3","527863.8","633.12","0.341875"
"Rice","Kharif     ","Karnataka","1051466","2791181","1323.3","140265564.4","168234.56","2.567586207"
"Sesamum","Kharif     ","Karnataka","86908","48489","1323.3","11593527.2","13905.28","0.565185185"
"Small millets","Kharif     ","Karnataka","35680","17571","1323.3","4759712","5708.8","0.465238095"
"Soyabean","Kharif     ","Karnataka","113190","92249","1323.3","15099546","18110.4","0.8475"
"Sunflower","Kharif     ","Karnataka","507505","239674","1323.3","67701167","81200.8","0.516153846"
"Urad","Kharif     ","Karnataka","152106","65564","1323.3","20290940.4","24336.96","0.423913043"
"Cotton(lint)","Kharif     ","Kerala","1295","1680","3489.6","172753","207.2","0.65"
"Groundnut","Kharif     ","Kerala","2911","2154","3489.6","388327.4","465.76","0.87"
"Jowar","Kharif     ","Kerala","3083","1573","3489.6","411272.2","493.28","0.6425"
"Other Cereals","Kharif     ","Kerala","341","267","3489.6","45489.4","54.56","0.853333333"
"Ragi","Kharif     ","Kerala","266","216","3489.6","35484.4","42.56","0.968333333"
"Sesamum","Kharif     ","Kerala","533","171","3489.6","71102.2","85.28","0.305"
"Rice","Kharif     ","Tamil Nadu","1789170","5039954","1067.2","238675278","286267.2","3.213793103"
"Small millets","Kharif     ","Tamil Nadu","38240","37084","1067.2","5101216","6118.4","0.956956522"
"Bajra","Kharif     ","West Bengal","64","23","2007.5","8537.6","10.24","0.36"
"Cotton(lint)","Kharif     ","West Bengal","8230","13198","2007.5","1097882","1316.8","2.47"
"Garlic","Kharif     ","West Bengal","3414","33728","2007.5","455427.6","546.24","10.53722222"
"Ginger","Kharif     ","West Bengal","10867","23137","2007.5","1449657.8","1738.72","1.799444444"
"Groundnut","Kharif     ","West Bengal","3257","3030","2007.5","434483.8","521.12","1.014"
"Jowar","Kharif     ","West Bengal","1659","698","2007.5","221310.6","265.44","0.46"
"Jute","Kharif     ","West Bengal","609817","8216039","2007.5","81349587.8","97570.72","14.07352941"
"Maize","Kharif     ","West Bengal","34570","72463","2007.5","4611638","5531.2","1.775454545"
"Mesta","Kharif     ","West Bengal","7432","77499","2007.5","991428.8","1189.12","7.864"
"Moong(Green Gram)","Kharif     ","West Bengal","536","287","2007.5","71502.4","85.76","0.58"
"Niger seed","Kharif     ","West Bengal","4883","3187","2007.5","651392.2","781.28","0.518333333"
"Other Kharif pulses","Kharif     ","West Bengal","894","541","2007.5","119259.6","143.04","0.526"
"Ragi","Kharif     ","West Bengal","13062","14955","2007.5","1742470.8","2089.92","0.722"
"Sannhamp","Kharif     ","West Bengal","1134","6282","2007.5","151275.6","181.44","5.4375"
"Small millets","Kharif     ","West Bengal","1487","1118","2007.5","198365.8","237.92","0.636"
"Soyabean","Kharif     ","West Bengal","536","322","2007.5","71502.4","85.76","0.5975"
"Sunflower","Kharif     ","West Bengal","15984","19719","2007.5","2132265.6","2557.44","1.204"
"Urad","Kharif     ","West Bengal","45635","34823","2007.5","6087709","7301.6","0.617222222"
"Arecanut","Kharif     ","Puducherry","61","79","1434.5875","8725.44","5.49","1.3"
"Bajra","Kharif     ","Puducherry","34","58","1434.5875","4863.36","3.06","1.71"
"Banana","Kharif     ","Puducherry","285","10524","1434.5875","40766.4","25.65","26.55666667"
"Black pepper","Kharif     ","Puducherry","12","8","1434.5875","1716.48","1.08","0.67"
"Cashewnut","Kharif     ","Puducherry","174","173","1434.5875","24888.96","15.66","0.943333333"
"Dry chillies","Kharif     ","Puducherry","1","1","1434.5875","143.04","0.09","1"
"Groundnut","Kharif     ","Puducherry","87","170","1434.5875","12444.48","7.83","1.95"
"Jowar","Kharif     ","Puducherry","2","3","1434.5875","286.08","0.18","1.5"
"Other Kharif pulses","Kharif     ","Puducherry","1","1","1434.5875","143.04","0.09","1"
"Ragi","Kharif     ","Puducherry","21","52","1434.5875","3003.84","1.89","1.775"
"Rice","Kharif     ","Puducherry","4493","12290","1434.5875","642678.72","404.37","3"
"Sesamum","Kharif     ","Puducherry","11","7","1434.5875","1573.44","0.99","0.64"
"Small millets","Kharif     ","Puducherry","1","1","1434.5875","143.04","0.09","1"
"Sugarcane","Kharif     ","Puducherry","1945","162323","1434.5875","278212.8","175.05","79.25"
"Sunflower","Kharif     ","Puducherry","3","2","1434.5875","429.12","0.27","0.67"
"Tapioca","Kharif     ","Puducherry","300","8880","1434.5875","42912","27","20"
"Urad","Kharif     ","Puducherry","21","16","1434.5875","3003.84","1.89","0.76"
"Arhar/Tur","Kharif     ","Andhra Pradesh","439248","199414","944.6","62830033.92","39532.32","0.530909091"
"Bajra","Kharif     ","Andhra Pradesh","49844","51316","944.6","7129685.76","4485.96","1.134375"
"Castor seed","Kharif     ","Andhra Pradesh","158723","81365","944.6","22703737.92","14285.07","0.586666667"
"Cotton(lint)","Kharif     ","Andhra Pradesh","1398900","3568251","944.6","200098656","125901","2.456363636"
"Dry chillies","Kharif     ","Andhra Pradesh","160013","615466","944.6","22888259.52","14401.17","3.326818182"
"Groundnut","Kharif     ","Andhra Pradesh","1499640","449384","944.6","214508505.6","134967.6","1.040909091"
"Horse-gram","Kharif     ","Andhra Pradesh","4963","2423","944.6","709907.52","446.67","0.489"
"Jowar","Kharif     ","Andhra Pradesh","118094","166667","944.6","16892165.76","10628.46","1.798421053"
"Maize","Kharif     ","Andhra Pradesh","497803","1566921","944.6","71205741.12","44802.27","3.601818182"
"Mesta","Kharif     ","Andhra Pradesh","37163","295481","944.6","5315795.52","3344.67","7.881666667"
"Moong(Green Gram)","Kharif     ","Andhra Pradesh","206857","91928","944.6","29588825.28","18617.13","0.436818182"
"Niger seed","Kharif     ","Andhra Pradesh","12494","5469","944.6","1787141.76","1124.46","0.4625"
"Onion","Kharif     ","Andhra Pradesh","26723","439644","944.6","3822457.92","2405.07","15.30888889"
"Other Kharif pulses","Kharif     ","Andhra Pradesh","2634","1291","944.6","376767.36","237.06","0.5"
"Ragi","Kharif     ","Andhra Pradesh","44783","42929","944.6","6405760.32","4030.47","1.146153846"
"Rice","Kharif     ","Andhra Pradesh","2803076","8379635","944.6","400951991","252276.84","2.913636364"
"Sesamum","Kharif     ","Andhra Pradesh","46041","9634","944.6","6585704.64","4143.69","0.2495"
"Small millets","Kharif     ","Andhra Pradesh","30291","16315","944.6","4332824.64","2726.19","0.65"
"Soyabean","Kharif     ","Andhra Pradesh","142128","193969","944.6","20329989.12","12791.52","1.362727273"
"Urad","Kharif     ","Andhra Pradesh","69015","40474","944.6","9871905.6","6211.35","0.460526316"
"Arhar/Tur","Kharif     ","Assam","5368","3811","2109.9","767838.72","483.12","0.706296296"
"Castor seed","Kharif     ","Assam","1225","517","2109.9","175224","110.25","0.433333333"
"Cotton(lint)","Kharif     ","Assam","1340","631","2109.9","191673.6","120.6","0.5688"
"Jute","Kharif     ","Assam","60111","647455","2109.9","8598277.44","5409.99","10.38925926"
"Maize","Kharif     ","Assam","17382","12619","2109.9","2486321.28","1564.38","0.595555556"
"Mesta","Kharif     ","Assam","5285","26807","2109.9","755966.4","475.65","4.663913043"
"Niger seed","Kharif     ","Assam","7493","3821","2109.9","1071798.72","674.37","0.509565217"
"Sesamum","Kharif     ","Assam","12197","6867","2109.9","1744658.88","1097.73","0.499259259"
"Small millets","Kharif     ","Assam","5440","2780","2109.9","778137.6","489.6","0.494230769"
"Arhar/Tur","Kharif     ","Karnataka","596622","313730","1164.1","85340810.88","53695.98","0.546153846"
"Bajra","Kharif     ","Karnataka","264170","179509","1164.1","37786876.8","23775.3","0.633333333"
"Castor seed","Kharif     ","Karnataka","19635","18618","1164.1","2808590.4","1767.15","0.96826087"
"Dry chillies","Kharif     ","Karnataka","109185","101341","1164.1","15617822.4","9826.65","1.025714286"
"Groundnut","Kharif     ","Karnataka","694390","276049","1164.1","99325545.6","62495.1","0.56962963"
"Horse-gram","Kharif     ","Karnataka","94450","42718","1164.1","13510128","8500.5","0.4976"
"Jowar","Kharif     ","Karnataka","242445","317400","1164.1","34679332.8","21820.05","1.2655"
"Maize","Kharif     ","Karnataka","932901","2549564","1164.1","133442159","83961.09","2.895555556"
"Moong(Green Gram)","Kharif     ","Karnataka","266386","36587","1164.1","38103853.44","23974.74","0.141304348"
"Niger seed","Kharif     ","Karnataka","25337","8678","1164.1","3624204.48","2280.33","0.3416"
"Onion","Kharif     ","Karnataka","117822","611170","1164.1","16853258.88","10603.98","5.7176"
"Other Kharif pulses","Kharif     ","Karnataka","132310","101329","1164.1","18925622.4","11907.9","0.77"
"Potato","Kharif     ","Karnataka","67728","128436","1164.1","9687813.12","6095.52","2.449411765"
"Ragi","Kharif     ","Karnataka","797944","1167342","1164.1","114137909.8","71814.96","1.284285714"
"Rice","Kharif     ","Karnataka","1129883","2906761","1164.1","161618464.3","101689.47","2.513448276"
"Sesamum","Kharif     ","Karnataka","56234","28745","1164.1","8043711.36","5061.06","0.50962963"
"Soyabean","Kharif     ","Karnataka","134183","92556","1164.1","19193536.32","12076.47","0.746363636"
"Sunflower","Kharif     ","Karnataka","441753","196320","1164.1","63188349.12","39757.77","0.4992"
"Urad","Kharif     ","Karnataka","101121","27017","1164.1","14464347.84","9100.89","0.274782609"
"Cotton(lint)","Kharif     ","Kerala","1152","1498","2524.8","164782.08","103.68","1.3"
"Groundnut","Kharif     ","Kerala","1733","1282","2524.8","247888.32","155.97","0.74"
"Jowar","Kharif     ","Kerala","2306","1177","2524.8","329850.24","207.54","0.6525"
"Other Cereals","Kharif     ","Kerala","371","290","2524.8","53067.84","33.39","0.91"
"Ragi","Kharif     ","Kerala","608","492","2524.8","86968.32","54.72","0.856"
"Sesamum","Kharif     ","Kerala","576","308","2524.8","82391.04","51.84","0.465714286"
"Arhar/Tur","Kharif     ","Meghalaya","794","627","3114.3","113573.76","71.46","0.796666667"
"Castor seed","Kharif     ","Meghalaya","29","17","3114.3","4148.16","2.61","0.686666667"
"Cotton(lint)","Kharif     ","Meghalaya","7106","5617","3114.3","1016442.24","639.54","0.823333333"
"Ginger","Kharif     ","Meghalaya","9283","50286","3114.3","1327840.32","835.47","6.414285714"
"Jute","Kharif     ","Meghalaya","3951","34588","3114.3","565151.04","355.59","6.31"
"Maize","Kharif     ","Meghalaya","17117","25716","3114.3","2448415.68","1540.53","1.545714286"
"Mesta","Kharif     ","Meghalaya","4176","19046","3114.3","597335.04","375.84","4.563333333"
"Sesamum","Kharif     ","Meghalaya","1623","891","3114.3","232153.92","146.07","0.658333333"
"Small millets","Kharif     ","Meghalaya","2442","2051","3114.3","349303.68","219.78","1.011428571"
"Soyabean","Kharif     ","Meghalaya","1055","1163","3114.3","150907.2","94.95","1.061428571"
"Rice","Kharif     ","Tamil Nadu","1931603","5183385","1201.9","276296493.1","173844.27","3.562580645"
"Small millets","Kharif     ","Tamil Nadu","33512","25697","1201.9","4793556.48","3016.08","1.742"
"Bajra","Kharif     ","West Bengal","75","26","1560.1","10728","6.75","0.35"
"Castor seed","Kharif     ","West Bengal","60","37","1560.1","8582.4","5.4","0.62"
"Cotton(lint)","Kharif     ","West Bengal","2780","6023","1560.1","397651.2","250.2","2.32875"
"Ginger","Kharif     ","West Bengal","11131","23832","1560.1","1592178.24","1001.79","1.812222222"
"Groundnut","Kharif     ","West Bengal","2413","2264","1560.1","345155.52","217.17","1.042"
"Jowar","Kharif     ","West Bengal","1126","469","1560.1","161063.04","101.34","0.4"
"Jute","Kharif     ","West Bengal","584238","7872588","1560.1","83569403.52","52581.42","14.03470588"
"Mesta","Kharif     ","West Bengal","7908","92901","1560.1","1131160.32","711.72","8.777"
"Moong(Green Gram)","Kharif     ","West Bengal","1079","989","1560.1","154340.16","97.11","0.681428571"
"Niger seed","Kharif     ","West Bengal","5000","3297","1560.1","715200","450","0.548571429"
"Other Kharif pulses","Kharif     ","West Bengal","976","752","1560.1","139607.04","87.84","0.675"
"Sannhamp","Kharif     ","West Bengal","968","5407","1560.1","138462.72","87.12","5.3875"
"Small millets","Kharif     ","West Bengal","1068","735","1560.1","152766.72","96.12","0.755"
"Soyabean","Kharif     ","West Bengal","537","322","1560.1","76812.48","48.33","0.5775"
"Sunflower","Kharif     ","West Bengal","10127","11007","1560.1","1448566.08","911.43","1.159375"
"Urad","Kharif     ","West Bengal","50246","34769","1560.1","7187187.84","4522.14","0.629444444"
"Arecanut","Kharif     ","Puducherry","61","77","1434.5875","9505.02","10.37","1.26"
"Bajra","Kharif     ","Puducherry","29","49","1434.5875","4518.78","4.93","1.69"
"Banana","Kharif     ","Puducherry","285","10371","1434.5875","44408.7","48.45","26.09666667"
"Black pepper","Kharif     ","Puducherry","12","8","1434.5875","1869.84","2.04","0.67"
"Cashewnut","Kharif     ","Puducherry","171","146","1434.5875","26645.22","29.07","0.903333333"
"Dry chillies","Kharif     ","Puducherry","1","1","1434.5875","155.82","0.17","1"
"Groundnut","Kharif     ","Puducherry","25","47","1434.5875","3895.5","4.25","1.88"
"Jowar","Kharif     ","Puducherry","6","9","1434.5875","934.92","1.02","1.5"
"Other Kharif pulses","Kharif     ","Puducherry","3","2","1434.5875","467.46","0.51","0.67"
"Ragi","Kharif     ","Puducherry","12","29","1434.5875","1869.84","2.04","1.775"
"Rice","Kharif     ","Puducherry","4650","13501","1434.5875","724563","790.5","2.893333333"
"Sesamum","Kharif     ","Puducherry","5","3","1434.5875","779.1","0.85","0.6"
"Small millets","Kharif     ","Puducherry","1","1","1434.5875","155.82","0.17","1"
"Sugarcane","Kharif     ","Puducherry","1785","247254","1434.5875","278138.7","303.45","97.28"
"Sunflower","Kharif     ","Puducherry","1","1","1434.5875","155.82","0.17","1"
"Sweet potato","Kharif     ","Puducherry","1","0","1434.5875","155.82","0.17","0"
"Tapioca","Kharif     ","Puducherry","242","6769","1434.5875","37708.44","41.14","18.97"
"Turmeric","Kharif     ","Puducherry","3","0","1434.5875","467.46","0.51","0"
"Urad","Kharif     ","Puducherry","31","10","1434.5875","4830.42","5.27","0.32"
"Arhar/Tur","Kharif     ","Andhra Pradesh","438392","189677","711","68310241.44","74526.64","0.525909091"
"Bajra","Kharif     ","Andhra Pradesh","33411","43471","711","5206102.02","5679.87","1.3"
"Castor seed","Kharif     ","Andhra Pradesh","147582","63733","711","22996227.24","25088.94","0.532352941"
"Cotton(lint)","Kharif     ","Andhra Pradesh","1467025","3232025","711","228591835.5","249394.25","2.209090909"
"Dry chillies","Kharif     ","Andhra Pradesh","156475","639974","711","24381934.5","26600.75","3.287142857"
"Groundnut","Kharif     ","Andhra Pradesh","1010974","389551","711","157529968.7","171865.58","0.965454545"
"Horse-gram","Kharif     ","Andhra Pradesh","20162","13170","711","3141642.84","3427.54","0.6"
"Jowar","Kharif     ","Andhra Pradesh","184976","184211","711","28822960.32","31445.92","1.144"
"Maize","Kharif     ","Andhra Pradesh","501624","996315","711","78163051.68","85276.08","3.095"
"Mesta","Kharif     ","Andhra Pradesh","23045","191397","711","3590871.9","3917.65","8.421666667"
"Moong(Green Gram)","Kharif     ","Andhra Pradesh","205281","21104","711","31986885.42","34897.77","0.167727273"
"Niger seed","Kharif     ","Andhra Pradesh","7663","2632","711","1194048.66","1302.71","0.376666667"
"Onion","Kharif     ","Andhra Pradesh","22954","374804","711","3576692.28","3902.18","15.85611111"
"Other Kharif pulses","Kharif     ","Andhra Pradesh","2814","1269","711","438477.48","478.38","0.438"
"Ragi","Kharif     ","Andhra Pradesh","38906","41951","711","6062332.92","6614.02","1.08"
"Rice","Kharif     ","Andhra Pradesh","2062870","5956396","711","321436403.4","350687.9","2.790909091"
"Sesamum","Kharif     ","Andhra Pradesh","47184","9335","711","7352210.88","8021.28","0.200952381"
"Small millets","Kharif     ","Andhra Pradesh","24322","8590","711","3789854.04","4134.74","0.461818182"
"Soyabean","Kharif     ","Andhra Pradesh","156296","128785","711","24354042.72","26570.32","0.703636364"
"Urad","Kharif     ","Andhra Pradesh","82940","12732","711","12923710.8","14099.8","0.2605"
"Arhar/Tur","Kharif     ","Assam","6191","4408","1727.1","964681.62","1052.47","0.707037037"
"Castor seed","Kharif     ","Assam","1157","492","1727.1","180283.74","196.69","0.427916667"
"Cotton(lint)","Kharif     ","Assam","1646","782","1727.1","256479.72","279.82","0.51625"
"Jute","Kharif     ","Assam","65270","713294","1727.1","10170371.4","11095.9","10.61148148"
"Maize","Kharif     ","Assam","19481","13981","1727.1","3035529.42","3311.77","0.617407407"
"Mesta","Kharif     ","Assam","5000","25437","1727.1","779100","850","4.705217391"
"Niger seed","Kharif     ","Assam","7645","3925","1727.1","1191243.9","1299.65","0.51"
"Sesamum","Kharif     ","Assam","11641","6603","1727.1","1813900.62","1978.97","0.493333333"
"Small millets","Kharif     ","Assam","6260","3246","1727.1","975433.2","1064.2","0.750384615"
"Arhar/Tur","Kharif     ","Karnataka","604305","279760","1321","94162805.1","102731.85","0.526923077"
